name,size,cost,discount,original_name,original_price
Diamond Multi-Row Band in 14K White Gold, 2 CT. T.W., $2999.99, 20%, 2 CT. T.W. Diamond Multi-Row Band in 14K White Gold, $2999.99  (20% off)
1- Diamond Band in 14K White Gold, 1/2 CT. T.W., $2699.99, 20%, 1-1/2 CT. T.W. Diamond Band in 14K White Gold, $2699.99  (20% off)
Oval Lab-Created Ceylon and White Sapphire Frame Five Stone Ring in Sterling Silver, Na, $109.99, 26%, Oval Lab-Created Ceylon and White Sapphire Frame Five Stone Ring in Sterling Silver, $109.99  (26% off)
Diamond Sideways Cross Ring in Sterling Silver, 1/20 CT. T.W., $109.99, 26%, 1/20 CT. T.W. Diamond Sideways Cross Ring in Sterling Silver, $109.99  (26% off)
Diamond Five Row Lattice Ring in 10K White Gold, 1 CT. T.W., $1499.99, 20%, 1 CT. T.W. Diamond Five Row Lattice Ring in 10K White Gold, $1499.99  (20% off)
Blue Sapphire Cluster Heart Ring in 10K Gold, Na, $309.99, 22%, Blue Sapphire Cluster Heart Ring in 10K Gold, $309.99  (22% off)
Diamond Band in 14K Rose Gold, 1/4 CT. T.W., $499.99, 21%, 1/4 CT. T.W. Diamond Band in 14K Rose Gold, $499.99  (21% off)
Diamond Multi-Row Ring in 10K White Gold, 1/4 CT. T.W., $699.99, 20%, 1/4 CT. T.W. Diamond Multi-Row Ring in 10K White Gold, $699.99  (20% off)
Diamond Multi-Row Ring in 10K Rose Gold, 1/4 CT. T.W., $699.99, 20%, 1/4 CT. T.W. Diamond Multi-Row Ring in 10K Rose Gold, $699.99  (20% off)
Diamond Eternity Band in 14K White Gold - Size 7, 1 CT. T.W., $1499.99, 20%, 1 CT. T.W. Diamond Eternity Band in 14K White Gold - Size 7, $1499.99  (20% off)
Diamond Channel Band in 14K White Gold, 1/4 CT. T.W., $599.99, 21%, 1/4 CT. T.W. Diamond Channel Band in 14K White Gold, $599.99  (21% off)
Diamond Eternity Band in 14K White Gold, 2 CT. T.W., $3299.99, 20%, 2 CT. T.W. Diamond Eternity Band in 14K White Gold, $3299.99  (20% off)
Emerald-Cut Garnet Solitaire Ring in Sterling Silver with 18K Gold Plate, Na, $149.99, 25%, Emerald-Cut Garnet Solitaire Ring in Sterling Silver with 18K Gold Plate, $149.99  (25% off)
Diamond Channel Band in 14K Gold, 1/4 CT. T.W., $599.99, 21%, 1/4 CT. T.W. Diamond Channel Band in 14K Gold, $599.99  (21% off)
Diamond Channel Band in 14K Gold, 1 CT. T.W., $1899.99, 20%, 1 CT. T.W. Diamond Channel Band in 14K Gold, $1899.99  (20% off)
Diamond Channel Band in 14K Gold, 1/2 CT. T.W., $1099.99, 20%, 1/2 CT. T.W. Diamond Channel Band in 14K Gold, $1099.99  (20% off)
Diamond Channel Band in 14K White Gold, 1 CT. T.W., $1899.99, 20%, 1 CT. T.W. Diamond Channel Band in 14K White Gold, $1899.99  (20% off)
Diamond Channel Band in 14K White Gold, 1 CT. T.W., $2199.99, 20%, 1 CT. T.W. Diamond Channel Band in 14K White Gold, $2199.99  (20% off)
Diamond Five Stone Bar Band in 14K White Gold, 1 CT. T.W., $1999.99, 20%, 1 CT. T.W. Diamond Five Stone Bar Band in 14K White Gold, $1999.99  (20% off)
Diamond Channel Band in 10K White Gold, 1/4 CT. T.W., $499.99, 21%, 1/4 CT. T.W. Diamond Channel Band in 10K White Gold, $499.99  (21% off)
Marquise and Round Diamond Multi-Row Ring in 14K White Gold, 2 CT. T.W., $3999.99, 20%, 2 CT. T.W. Marquise and Round Diamond Multi-Row Ring in 14K White Gold, $3999.99  (20% off)
Diamond Cluster Pyramid Band in 10K Gold, 1 CT. T.W., $899.99, 20%, 1 CT. T.W. Diamond Cluster Pyramid Band in 10K Gold, $899.99  (20% off)
Diamond Channel Band in 14K White Gold, 1/2 CT. T.W., $1099.99, 20%, 1/2 CT. T.W. Diamond Channel Band in 14K White Gold, $1099.99  (20% off)
Blue Sapphire Petite Stackable Band in 10K Gold, Na, $309.99, 22%, Blue Sapphire Petite Stackable Band in 10K Gold, $309.99  (22% off)
Oval Blue Sapphire and  Diamond Twist Ring in 10K White Gold, 1/20 CT. T.W., $299.99, 21%, Oval Blue Sapphire and 1/20 CT. T.W. Diamond Twist Ring in 10K White Gold, $299.99  (21% off)
Blue Sapphire and Diamond Accent Flower Cluster Ring in 10K Gold, Na, $309.99, 22%, Blue Sapphire and Diamond Accent Flower Cluster Ring in 10K Gold, $309.99  (22% off)
Pink Sapphire Petite Stackable Band in 10K Gold, Na, $309.99, 22%, Pink Sapphire Petite Stackable Band in 10K Gold, $309.99  (22% off)
Citrine Bead Shank Ring in 10K Gold, 5.0mm, $149.99, 25%, 5.0mm Citrine Bead Shank Ring in 10K Gold, $149.99  (25% off)
Oval Blue Sapphire and  Diamond Vintage-Style Split Shank Ring in Sterling Silver, 1/10 CT. T.W., $389.99, 22%, Oval Blue Sapphire and 1/10 CT. T.W. Diamond Vintage-Style Split Shank Ring in Sterling Silver, $389.99  (22% off)
Composite Oval Diamond Frame Ring in 10K White Gold, 1/4 CT. T.W., $429.99, 20%, 1/4 CT. T.W. Composite Oval Diamond Frame Ring in 10K White Gold, $429.99  (20% off)
Heart-Shaped Garnet "LOVE" Script Ring in Sterling Silver with 14K Gold Plate, 10.0mm, $469.99, 22%, 10.0mm Heart-Shaped Garnet "LOVE" Script Ring in Sterling Silver with 14K Gold Plate, $469.99  (22% off)
Emerald-Cut Citrine Solitaire Ring in Sterling Silver with 18K Gold Plate, Na, $149.99, 25%, Emerald-Cut Citrine Solitaire Ring in Sterling Silver with 18K Gold Plate, $149.99  (25% off)
Alternating Baguette-Cut Lab-Created Multi-Color Sapphire Ring in Sterling Silver with 14K Rose Gold Plate, Na, $79.99, 27%, Alternating Baguette-Cut Lab-Created Multi-Color Sapphire Ring in Sterling Silver with 14K Rose Gold Plate, $79.99  (27% off)
Composite Diamond Multi-Row Chevron Ring in 10K White Gold, 4 CT. T.W., $3269.99, 20%, 4 CT. T.W. Composite Diamond Multi-Row Chevron Ring in 10K White Gold, $3269.99  (20% off)
Garnet Bead Shank Ring in 10K Gold, 5.0mm, $149.99, 25%, 5.0mm Garnet Bead Shank Ring in 10K Gold, $149.99  (25% off)
Lab-Created Emerald Ruby Blue and White Sapphire Three Piece Stackable Ring Set in Sterling Silver, Na, $109.99, 26%, Lab-Created Emerald Ruby Blue and White Sapphire Three Piece Stackable Ring Set in Sterling Silver, $109.99  (26% off)
Baguette Citrine and Lab-Created White Sapphire Alternating Four Stone Ring in Sterling Silver, Na, $99.99, 22%, Baguette Citrine and Lab-Created White Sapphire Alternating Four Stone Ring in Sterling Silver, $99.99  (22% off)
Oval Garnet and White Topaz Starburst Double Frame Ring in Sterling Silver, Na, $159.99, 20%, Oval Garnet and White Topaz Starburst Double Frame Ring in Sterling Silver, $159.99  (20% off)
Peridot Bead Shank Ring in 10K Gold, 5.0mm, $149.99, 25%, 5.0mm Peridot Bead Shank Ring in 10K Gold, $149.99  (25% off)
Oval Citrine and White Topaz Starburst Double Frame Ring in Sterling Silver, Na, $159.99, 20%, Oval Citrine and White Topaz Starburst Double Frame Ring in Sterling Silver, $159.99  (20% off)
Citrine Petite Stackable Band in 10K Gold, Na, $309.99, 22%, Citrine Petite Stackable Band in 10K Gold, $309.99  (22% off)
Multi Semi-Precious Gemstone Ring in 10K Gold, Na, $529.99, 21%, Multi Semi-Precious Gemstone Ring in 10K Gold, $529.99  (21% off)
Enchanted Disney Belle  Diamond Rose Leaf-Sides Ring in Sterling Silver and 10K Rose Gold, 1/6 CT. T.W., $389.99, 22%, Enchanted Disney Belle 1/6 CT. T.W. Diamond Rose Leaf-Sides Ring in Sterling Silver and 10K Rose Gold, $389.99  (22% off)
Enchanted Disney Aurora  Diamond Crown Stacked Ring in Sterling Silver and 10K Rose Gold, 1/10 CT. T.W., $389.99, 0, Enchanted Disney Aurora 1/10 CT. T.W. Diamond Crown Stacked Ring in Sterling Silver and 10K Rose Gold, Now  $389.99
Enchanted Disney Cinderella  Diamond Promise Ring in 10K Two-Tone Gold, 1/10 CT. T.W., $449.99, 21%, Enchanted Disney Cinderella 1/10 CT. T.W. Diamond Promise Ring in 10K Two-Tone Gold, $449.99  (21% off)
Diamond Interlocking Loop Ring in 10K Gold, 1/10 CT. T.W., $429.99, 20%, 1/10 CT. T.W. Diamond Interlocking Loop Ring in 10K Gold, $429.99  (20% off)
Diamond Double Arrow Split Shank Ring in 10K Gold, 1/10 CT. T.W., $269.99, 20%, 1/10 CT. T.W. Diamond Double Arrow Split Shank Ring in 10K Gold, $269.99  (20% off)
Wonder Woman™ Collection Blue Sapphire Garnet and Diamond Tiara Ring in Sterling Silver and 10K Gold, Na, $299.99, 21%, Wonder Woman™ Collection Blue Sapphire Garnet and Diamond Tiara Ring in Sterling Silver and 10K Gold, $299.99  (21% off)
Enchanted Disney Villains Ursula  Enhanced Black Diamond Crown Ring in Sterling Silver with Black Rhodium, 1/10 CT. T.W., $132.30, 0, Enchanted Disney Villains Ursula 1/10 CT. T.W. Enhanced Black Diamond Crown Ring in Sterling Silver with Black Rhodium, Now  $132.30
Diamond Twist Vintage-Style Band in 10K Gold, 1/10 CT. T.W., $269.99, 20%, 1/10 CT. T.W. Diamond Twist Vintage-Style Band in 10K Gold, $269.99  (20% off)
Wonder Woman™ Collection  Diamond Symbol Ring in 10K Gold, 1/8 CT. T.W., $499.99, 21%, Wonder Woman™ Collection 1/8 CT. T.W. Diamond Symbol Ring in 10K Gold, $499.99  (21% off)
Composite Diamond Swirl Frame Ring in Sterling Silver, 1 CT. T.W., $949.99, 21%, 1 CT. T.W. Composite Diamond Swirl Frame Ring in Sterling Silver, $949.99  (21% off)
Composite Diamond Starburst Bypass Ring in 10K White Gold, 4 CT. T.W., $3189.99, 20%, 4 CT. T.W. Composite Diamond Starburst Bypass Ring in 10K White Gold, $3189.99  (20% off)
Baguette and Round Diamond Layered Overlay Ring in 10K White Gold, 2 CT. T.W., $1809.99, 20%, 2 CT. T.W. Baguette and Round Diamond Layered Overlay Ring in 10K White Gold, $1809.99  (20% off)
Composite Diamond Double Chevron Open Shank Ring in 10K White Gold - Size 7, 3/8 CT. T.W., $849.99, 20%, 3/8 CT. T.W. Composite Diamond Double Chevron Open Shank Ring in 10K White Gold - Size 7, $849.99  (20% off)
Diamond Split Shank Linear Ring in 10K Gold, 1/2 CT. T.W., $1169.99, 20%, 1/2 CT. T.W. Diamond Split Shank Linear Ring in 10K Gold, $1169.99  (20% off)
Composite Marquise Diamond Ribbon Bypass Ring in 10K Gold, 2 CT. T.W., $1809.99, 20%, 2 CT. T.W. Composite Marquise Diamond Ribbon Bypass Ring in 10K Gold, $1809.99  (20% off)
Diamond Woven Triple Row Ring in 10K White Gold, 3 CT. T.W., $2669.99, 20%, 3 CT. T.W. Diamond Woven Triple Row Ring in 10K White Gold, $2669.99  (20% off)
Diamond Cushion Frame Split Shank Ring in 10K White Gold, 1/2 CT. T.W., $749.99, 20%, 1/2 CT. T.W. Diamond Cushion Frame Split Shank Ring in 10K White Gold, $749.99  (20% off)
Diamond Sideways Infinity Flame Ring in Sterling Silver and 10K Rose Gold, 1/10 CT. T.W., $149.99, 25%, 1/10 CT. T.W. Diamond Sideways Infinity Flame Ring in Sterling Silver and 10K Rose Gold, $149.99  (25% off)
Diamond Multi-Row Layered Criss-Cross Ring in 10K White Gold, 1 CT. T.W., $1169.99, 20%, 1 CT. T.W. Diamond Multi-Row Layered Criss-Cross Ring in 10K White Gold, $1169.99  (20% off)
Diamond Infinity Ring in 10K White Gold, 1/4 CT. T.W., $339.99, 21%, 1/4 CT. T.W. Diamond Infinity Ring in 10K White Gold, $339.99  (21% off)
Baguette and Round Diamond Cross Ring in 10K Gold, 1/8 CT. T.W., $309.99, 22%, 1/8 CT. T.W. Baguette and Round Diamond Cross Ring in 10K Gold, $309.99  (22% off)
Composite Diamond Elongated Hexagon Signet Ring in 10K Gold, 1/5 CT. T.W., $369.99, 21%, 1/5 CT. T.W. Composite Diamond Elongated Hexagon Signet Ring in 10K Gold, $369.99  (21% off)
Diamond Multi-Row Bypass Ring in 10K White Gold, 4 CT. T.W., $3269.99, 20%, 4 CT. T.W. Diamond Multi-Row Bypass Ring in 10K White Gold, $3269.99  (20% off)
Diamond Sideways Infinity Flame Ring in Sterling Silver, 1/5 CT. T.W., $209.99, 22%, 1/5 CT. T.W. Diamond Sideways Infinity Flame Ring in Sterling Silver, $209.99  (22% off)
Diamond Graduated Row Ring in 10K White Gold, 1 CT. T.W., $1709.99, 20%, 1 CT. T.W. Diamond Graduated Row Ring in 10K White Gold, $1709.99  (20% off)
Diamond Intertwined Multi-Row Ring in 10K White Gold, 1/2 CT. T.W., $949.99, 21%, 1/2 CT. T.W. Diamond Intertwined Multi-Row Ring in 10K White Gold, $949.99  (21% off)
Composite Diamond Frame Bypass Ring in 10K White Gold, 1/4 CT. T.W., $369.99, 21%, 1/4 CT. T.W. Composite Diamond Frame Bypass Ring in 10K White Gold, $369.99  (21% off)
Zales Private Collection  Certified Diamond Crossover Split Shank Ring in 14K White Gold (F/I2), 1 CT. T.W., $2129.99, 20%, Zales Private Collection 1 CT. T.W. Certified Diamond Crossover Split Shank Ring in 14K White Gold (F/I2), $2129.99  (20% off)
Baguette and Round Diamond Multi-Row Ring in 10K White Gold, 3 CT. T.W., $2989.99, 20%, 3 CT. T.W. Baguette and Round Diamond Multi-Row Ring in 10K White Gold, $2989.99  (20% off)
3/8 CT. T.W Diamond Crossover Ring in 10K Gold, Na, $949.99, 21%, 3/8 CT. T.W Diamond Crossover Ring in 10K Gold, $949.99  (21% off)
Diamond Greek Key Ring in 10K Gold, 1/4 CT. T.W., $469.99, 22%, 1/4 CT. T.W. Diamond Greek Key Ring in 10K Gold, $469.99  (22% off)
Enchanted Disney Tinker Bell  Diamond Star Three Piece Stackable Band Set in Sterling Silver and 10K Gold, 1/10 CT. T.W., $499.99, 21%, Enchanted Disney Tinker Bell 1/10 CT. T.W. Diamond Star Three Piece Stackable Band Set in Sterling Silver and 10K Gold, $499.99  (21% off)
Wonder Woman™ Collection Garnet and Blue Sapphire Tiara Ring in 10K Gold, Na, $349.99, 20%, Wonder Woman™ Collection Garnet and Blue Sapphire Tiara Ring in 10K Gold, $349.99  (20% off)
Diamond Contour Solitaire Enhancer in 14K White Gold, 1/4 CT. T.W., $999.99, 20%, 1/4 CT. T.W. Diamond Contour Solitaire Enhancer in 14K White Gold, $999.99  (20% off)
Wonder Woman™ Collection Garnet Blue Sapphire and  Diamond Symbol Ring in Sterling Silver, 1/15 CT. T.W., $299.99, 21%, Wonder Woman™ Collection Garnet Blue Sapphire and 1/15 CT. T.W. Diamond Symbol Ring in Sterling Silver, $299.99  (21% off)
Composite Diamond Flower Ring in 10K White Gold, 1/2 CT. T.W., $569.99, 21%, 1/2 CT. T.W. Composite Diamond Flower Ring in 10K White Gold, $569.99  (21% off)
Zales Private Collection  Certified Diamond Double Frame Sunburst Ring in 14K White Gold (F/I2), 1 CT. T.W., $1909.99, 20%, Zales Private Collection 1 CT. T.W. Certified Diamond Double Frame Sunburst Ring in 14K White Gold (F/I2), $1909.99  (20% off)
Diamond Solitaire Enhancer in 14K White Gold, 1/2 CT. T.W., $1599.99, 20%, 1/2 CT. T.W. Diamond Solitaire Enhancer in 14K White Gold, $1599.99  (20% off)
1- Diamond Bypass Chevron Solitaire Enhancer in 14K White Gold, 1/4 CT. T.W., $2499.99, 20%, 1-1/4 CT. T.W. Diamond Bypass Chevron Solitaire Enhancer in 14K White Gold, $2499.99  (20% off)
Diamond Vintage-Style Solitaire Enhancer in 14K White Gold, 1/5 CT. T.W., $999.99, 20%, 1/5 CT. T.W. Diamond Vintage-Style Solitaire Enhancer in 14K White Gold, $999.99  (20% off)
Collector's Edition Enchanted Disney Cinderella 70th Anniversary Blue Topaz and Diamond Ring in Sterling Silver, Na, $299.99, 21%, Collector's Edition Enchanted Disney Cinderella 70th Anniversary Blue Topaz and Diamond Ring in Sterling Silver, $299.99  (21% off)
Enhanced Black and White Diamond Accent Abstract Infinity Knot Ring in Sterling Silver, Na, $109.99, 26%, Enhanced Black and White Diamond Accent Abstract Infinity Knot Ring in Sterling Silver, $109.99  (26% off)
Champagne and White Diamond Knot Wave Ring in 10K Rose Gold, 1/5 CT. T.W., $269.99, 20%, 1/5 CT. T.W. Champagne and White Diamond Knot Wave Ring in 10K Rose Gold, $269.99  (20% off)
Composite Diamond Open Orbit Ring in 10K White Gold, 5/8 CT. T.W., $1069.99, 20%, 5/8 CT. T.W. Composite Diamond Open Orbit Ring in 10K White Gold, $1069.99  (20% off)
Yellow Sapphire Petite Stackable Band in 10K Gold, Na, $309.99, 22%, Yellow Sapphire Petite Stackable Band in 10K Gold, $309.99  (22% off)
Blue Sapphire Sideways Gothic-Style Cross Ring in 10K Gold, Na, $389.99, 22%, Blue Sapphire Sideways Gothic-Style Cross Ring in 10K Gold, $389.99  (22% off)
Multi-Shaped Semi-Precious Gemstone and Diamond Accent Four Row Ring in 10K Gold, Na, $679.99, 21%, Multi-Shaped Semi-Precious Gemstone and Diamond Accent Four Row Ring in 10K Gold, $679.99  (21% off)
London Blue and White Topaz Iolite and Amethyst Open Shank Ring in 10K Gold, Na, $339.99, 21%, London Blue and White Topaz Iolite and Amethyst Open Shank Ring in 10K Gold, $339.99  (21% off)
Sideways Oval Madeira Citrine and White Topaz Triple Row Ring in Sterling Silver with 14K Gold Plate, Na, $149.99, 25%, Sideways Oval Madeira Citrine and White Topaz Triple Row Ring in Sterling Silver with 14K Gold Plate, $149.99  (25% off)
Cushion-Cut Peridot and Diamond Accent Floral Tri-Sides Ring in 10K Gold, 7.0mm, $389.99, 22%, 7.0mm Cushion-Cut Peridot and Diamond Accent Floral Tri-Sides Ring in 10K Gold, $389.99  (22% off)
Diamond Scallop Edge Ring in 10K White Gold, 1/4 CT. T.W., $529.99, 21%, 1/4 CT. T.W. Diamond Scallop Edge Ring in 10K White Gold, $529.99  (21% off)
Diamond Infinity Pretzel Knot Split Shank Ring in 10K White Gold, 1/4 CT. T.W., $529.99, 21%, 1/4 CT. T.W. Diamond Infinity Pretzel Knot Split Shank Ring in 10K White Gold, $529.99  (21% off)
Diamond Twist Ring in 10K White Gold, 1/5 CT. T.W., $429.99, 20%, 1/5 CT. T.W. Diamond Twist Ring in 10K White Gold, $429.99  (20% off)
Diamond Marquise-Shaped Ring in 10K White Gold, 1/10 CT. T.W., $309.99, 22%, 1/10 CT. T.W. Diamond Marquise-Shaped Ring in 10K White Gold, $309.99  (22% off)
Emerald-Cut Lab-Created White Sapphire Frame Ring in Sterling Silver, Na, $99.99, 22%, Emerald-Cut Lab-Created White Sapphire Frame Ring in Sterling Silver, $99.99  (22% off)
Composite Diamond Heart Bypass Ring in Sterling Silver and 10K Rose Gold, 1/5 CT. T.W., $309.99, 22%, 1/5 CT. T.W. Composite Diamond Heart Bypass Ring in Sterling Silver and 10K Rose Gold, $309.99  (22% off)
Diamond Alternating Honeycomb Ring in 10K Gold, 1/20 CT. T.W., $269.99, 20%, 1/20 CT. T.W. Diamond Alternating Honeycomb Ring in 10K Gold, $269.99  (20% off)
Diamond Cascading Bubbles Ring in 10K White Gold, 1/15 CT. T.W., $269.99, 20%, 1/15 CT. T.W. Diamond Cascading Bubbles Ring in 10K White Gold, $269.99  (20% off)
Diamond Linear Seven Stone Open Shank Ring in 10K White Gold, 1/2 CT. T.W., $1169.99, 20%, 1/2 CT. T.W. Diamond Linear Seven Stone Open Shank Ring in 10K White Gold, $1169.99  (20% off)
Diamond Orbit Ring in 10K White Gold, 5/8 CT. T.W., $1589.99, 20%, 5/8 CT. T.W. Diamond Orbit Ring in 10K White Gold, $1589.99  (20% off)
Diamond Linear Split Shank Ring in 10K White Gold, 3/4 CT. T.W., $1489.99, 20%, 3/4 CT. T.W. Diamond Linear Split Shank Ring in 10K White Gold, $1489.99  (20% off)
Diamond Loops Open Shank Ring in 10K White Gold - Size 7, 5/8 CT. T.W., $1469.00, 0, 5/8 CT. T.W. Diamond Loops Open Shank Ring in 10K White Gold - Size 7, $1469.00
Diamond Double Wave Stackable Band in 10K White Gold, 1/6 CT. T.W., $369.99, 21%, 1/6 CT. T.W. Diamond Double Wave Stackable Band in 10K White Gold, $369.99  (21% off)
Diamond Loose Braid Ring in 10K White Gold, 1/5 CT. T.W., $529.99, 21%, 1/5 CT. T.W. Diamond Loose Braid Ring in 10K White Gold, $529.99  (21% off)
Diamond Loose Braid Ring in 10K White Gold, 3/4 CT. T.W., $1169.99, 20%, 3/4 CT. T.W. Diamond Loose Braid Ring in 10K White Gold, $1169.99  (20% off)
Diamond Cross-Over Multi-Row Ring in 10K Gold, 1 CT. T.W., $1269.99, 21%, 1 CT. T.W. Diamond Cross-Over Multi-Row Ring in 10K Gold, $1269.99  (21% off)
Diamond Link Band in 10K White Gold, 1/6 CT. T.W., $369.99, 21%, 1/6 CT. T.W. Diamond Link Band in 10K White Gold, $369.99  (21% off)
Diamond Loop Ring in 10K White Gold, 1 CT. T.W., $1269.99, 21%, 1 CT. T.W. Diamond Loop Ring in 10K White Gold, $1269.99  (21% off)
Diamond Star Signet Ring in 10K Gold, 1/10 CT. T.W., $369.99, 21%, 1/10 CT. T.W. Diamond Star Signet Ring in 10K Gold, $369.99  (21% off)
Zales Private Collection  Certified Diamond Frame Crossover Ring in 14K White Gold (F/I2), 3/4 CT. T.W., $2029.99, 20%, Zales Private Collection 3/4 CT. T.W. Certified Diamond Frame Crossover Ring in 14K White Gold (F/I2), $2029.99  (20% off)
Diamond Double Bar Open Split Shank Ring in 10K White Gold, 1/5 CT. T.W., $369.99, 21%, 1/5 CT. T.W. Diamond Double Bar Open Split Shank Ring in 10K White Gold, $369.99  (21% off)
Composite Diamond Crossover Ring in 10K White Gold, 1 CT. T.W., $1169.99, 20%, 1 CT. T.W. Composite Diamond Crossover Ring in 10K White Gold, $1169.99  (20% off)
Diamond Multi-Row Bypass Ring in 10K White Gold, 2 CT. T.W., $2029.99, 20%, 2 CT. T.W. Diamond Multi-Row Bypass Ring in 10K White Gold, $2029.99  (20% off)
